Ref_Date,GEO,INS,RAN,STA,Vector,Coordinate,Value
2016/2017,Canada,Brandon University,All ranks combined (including deans),Average (dollars),v116291265,1.60.11.3,109800.0
2016/2017,Canada,Brandon University,All ranks combined (including deans),Median (dollars),v116291266,1.60.11.4,102600.0
2016/2017,Canada,Brandon University,All ranks combined (including deans),10th Percentile (dollars),v116291267,1.60.11.5,79725.0
2016/2017,Canada,Brandon University,All ranks combined (including deans),90th Percentile (dollars),v116291268,1.60.11.6,151225.0
2016/2017,Canada,Brandon University,Male,Total teaching staff,v116291269,1.60.12.1,84.0
2016/2017,Canada,Brandon University,Male,Teaching staff excluded,v116291270,1.60.12.2,x
2016/2017,Canada,Brandon University,Male,Average (dollars),v116291271,1.60.12.3,120925.0
2016/2017,Canada,Brandon University,Male,Median (dollars),v116291272,1.60.12.4,121600.0
2016/2017,Canada,Brandon University,Male,10th Percentile (dollars),v116291273,1.60.12.5,84300.0
2016/2017,Canada,Brandon University,Male,90th Percentile (dollars),v116291274,1.60.12.6,158225.0
2016/2017,Canada,Brandon University,Female,Total teaching staff,v116291275,1.60.13.1,99.0
2016/2017,Canada,Brandon University,Female,Average (dollars),v116291277,1.60.13.3,100300.0
2016/2017,Canada,Brandon University,Female,Median (dollars),v116291278,1.60.13.4,98200.0
2016/2017,Canada,Brandon University,Female,10th Percentile (dollars),v116291279,1.60.13.5,74125.0
2016/2017,Canada,Brandon University,Female,90th Percentile (dollars),v116291280,1.60.13.6,133300.0
2016/2017,Canada,University of Manitoba - Including medical dental,Full professor,Total teaching staff,v113289800,1.61.2.1,405.0
2016/2017,Canada,University of Manitoba - Including medical dental,Full professor,Teaching staff excluded,v113289801,1.61.2.2,18.0
2016/2017,Canada,University of Manitoba - Including medical dental,Full professor,Average (dollars),v113289802,1.61.2.3,155625.0
2016/2017,Canada,University of Manitoba - Including medical dental,Full professor,Median (dollars),v113289803,1.61.2.4,154425.0
2016/2017,Canada,University of Manitoba - Including medical dental,Full professor,10th Percentile (dollars),v113289804,1.61.2.5,128175.0
2016/2017,Canada,University of Manitoba - Including medical dental,Full professor,90th Percentile (dollars),v113289805,1.61.2.6,172150.0
2016/2017,Canada,University of Manitoba - Including medical dental,With senior administrative duties,Total teaching staff,v113289806,1.61.3.1,72.0
2016/2017,Canada,University of Manitoba - Including medical dental,With senior administrative duties,Teaching staff excluded,v113289807,1.61.3.2,12.0
2016/2017,Canada,University of Manitoba - Including medical dental,With senior administrative duties,Average (dollars),v113289808,1.61.3.3,164775.0
2016/2017,Canada,University of Manitoba - Including medical dental,With senior administrative duties,Median (dollars),v113289809,1.61.3.4,162225.0
2016/2017,Canada,University of Manitoba - Including medical dental,With senior administrative duties,10th Percentile (dollars),v113289810,1.61.3.5,138150.0
2016/2017,Canada,University of Manitoba - Including medical dental,With senior administrative duties,90th Percentile (dollars),v113289811,1.61.3.6,201250.0
2016/2017,Canada,University of Manitoba - Including medical dental,Without senior administrative duties,Total teaching staff,v113289812,1.61.4.1,333.0
2016/2017,Canada,University of Manitoba - Including medical dental,Without senior administrative duties,Teaching staff excluded,v113289813,1.61.4.2,6.0
2016/2017,Canada,University of Manitoba - Including medical dental,Without senior administrative duties,Average (dollars),v113289814,1.61.4.3,153650.0
2016/2017,Canada,University of Manitoba - Including medical dental,Without senior administrative duties,Median (dollars),v113289815,1.61.4.4,152225.0
2016/2017,Canada,University of Manitoba - Including medical dental,Without senior administrative duties,10th Percentile (dollars),v113289816,1.61.4.5,126825.0
2016/2017,Canada,University of Manitoba - Including medical dental,Without senior administrative duties,90th Percentile (dollars),v113289817,1.61.4.6,165950.0
2016/2017,Canada,University of Manitoba - Including medical dental,Associate professor,Total teaching staff,v113289818,1.61.5.1,408.0
2016/2017,Canada,University of Manitoba - Including medical dental,Associate professor,Teaching staff excluded,v113289819,1.61.5.2,12.0
2016/2017,Canada,University of Manitoba - Including medical dental,Associate professor,Average (dollars),v113289820,1.61.5.3,122150.0
2016/2017,Canada,University of Manitoba - Including medical dental,Associate professor,Median (dollars),v113289821,1.61.5.4,118350.0
2016/2017,Canada,University of Manitoba - Including medical dental,Associate professor,10th Percentile (dollars),v113289822,1.61.5.5,100925.0
2016/2017,Canada,University of Manitoba - Including medical dental,Associate professor,90th Percentile (dollars),v113289823,1.61.5.6,136600.0
2016/2017,Canada,University of Manitoba - Including medical dental,With senior administrative duties,Total teaching staff,v113289824,1.61.6.1,33.0
2016/2017,Canada,University of Manitoba - Including medical dental,With senior administrative duties,Teaching staff excluded,v113289825,1.61.6.2,6.0
2016/2017,Canada,University of Manitoba - Including medical dental,With senior administrative duties,Average (dollars),v113289826,1.61.6.3,129300.0
2016/2017,Canada,University of Manitoba - Including medical dental,With senior administrative duties,Median (dollars),v113289827,1.61.6.4,126000.0
2016/2017,Canada,University of Manitoba - Including medical dental,With senior administrative duties,10th Percentile (dollars),v113289828,1.61.6.5,101575.0
2016/2017,Canada,University of Manitoba - Including medical dental,With senior administrative duties,90th Percentile (dollars),v113289829,1.61.6.6,157875.0
2016/2017,Canada,University of Manitoba - Including medical dental,Without senior administrative duties,Total teaching staff,v113289830,1.61.7.1,375.0
2016/2017,Canada,University of Manitoba - Including medical dental,Without senior administrative duties,Teaching staff excluded,v113289831,1.61.7.2,9.0
2016/2017,Canada,University of Manitoba - Including medical dental,Without senior administrative duties,Average (dollars),v113289832,1.61.7.3,121550.0
2016/2017,Canada,University of Manitoba - Including medical dental,Without senior administrative duties,Median (dollars),v113289833,1.61.7.4,117550.0
2016/2017,Canada,University of Manitoba - Including medical dental,Without senior administrative duties,10th Percentile (dollars),v113289834,1.61.7.5,100925.0
2016/2017,Canada,University of Manitoba - Including medical dental,Without senior administrative duties,90th Percentile (dollars),v113289835,1.61.7.6,132000.0
2016/2017,Canada,University of Manitoba - Including medical dental,Assistant professor,Total teaching staff,v113289836,1.61.8.1,303.0
2016/2017,Canada,University of Manitoba - Including medical dental,Assistant professor,Teaching staff excluded,v113289837,1.61.8.2,x
2016/2017,Canada,University of Manitoba - Including medical dental,Assistant professor,Average (dollars),v113289838,1.61.8.3,108700.0
2016/2017,Canada,University of Manitoba - Including medical dental,Assistant professor,Median (dollars),v113289839,1.61.8.4,94650.0
2016/2017,Canada,University of Manitoba - Including medical dental,Assistant professor,10th Percentile (dollars),v113289840,1.61.8.5,81825.0
2016/2017,Canada,University of Manitoba - Including medical dental,Assistant professor,90th Percentile (dollars),v113289841,1.61.8.6,130525.0
2016/2017,Canada,University of Manitoba - Including medical dental,Rank below assistant professor,Total teaching staff,v113289842,1.61.9.1,3.0
2016/2017,Canada,University of Manitoba - Including medical dental,Rank below assistant professor,Average (dollars),v113289844,1.61.9.3,x
2016/2017,Canada,University of Manitoba - Including medical dental,Rank below assistant professor,Median (dollars),v113289845,1.61.9.4,x
2016/2017,Canada,University of Manitoba - Including medical dental,Rank below assistant professor,10th Percentile (dollars),v113289846,1.61.9.5,x
2016/2017,Canada,University of Manitoba - Including medical dental,Rank below assistant professor,90th Percentile (dollars),v113289847,1.61.9.6,x
2016/2017,Canada,University of Manitoba - Including medical dental,All ranks combined (including deans),Total teaching staff,v113289854,1.61.11.1,1134.0
2016/2017,Canada,University of Manitoba - Including medical dental,All ranks combined (including deans),Teaching staff excluded,v113289855,1.61.11.2,12.0
2016/2017,Canada,University of Manitoba - Including medical dental,All ranks combined (including deans),Average (dollars),v113289856,1.61.11.3,132150.0
2016/2017,Canada,University of Manitoba - Including medical dental,All ranks combined (including deans),Median (dollars),v113289857,1.61.11.4,124875.0
2016/2017,Canada,University of Manitoba - Including medical dental,All ranks combined (including deans),10th Percentile (dollars),v113289858,1.61.11.5,89850.0
2016/2017,Canada,University of Manitoba - Including medical dental,All ranks combined (including deans),90th Percentile (dollars),v113289859,1.61.11.6,163450.0
2016/2017,Canada,University of Manitoba - Including medical dental,Male,Total teaching staff,v113289860,1.61.12.1,714.0
2016/2017,Canada,University of Manitoba - Including medical dental,Male,Teaching staff excluded,v113289861,1.61.12.2,6.0
2016/2017,Canada,University of Manitoba - Including medical dental,Male,Average (dollars),v113289862,1.61.12.3,136825.0
2016/2017,Canada,University of Manitoba - Including medical dental,Male,Median (dollars),v113289863,1.61.12.4,129100.0
2016/2017,Canada,University of Manitoba - Including medical dental,Male,10th Percentile (dollars),v113289864,1.61.12.5,91200.0
2016/2017,Canada,University of Manitoba - Including medical dental,Male,90th Percentile (dollars),v113289865,1.61.12.6,170250.0
2016/2017,Canada,University of Manitoba - Including medical dental,Female,Total teaching staff,v113289866,1.61.13.1,423.0
2016/2017,Canada,University of Manitoba - Including medical dental,Female,Teaching staff excluded,v113289867,1.61.13.2,6.0
2016/2017,Canada,University of Manitoba - Including medical dental,Female,Average (dollars),v113289868,1.61.13.3,124300.0
2016/2017,Canada,University of Manitoba - Including medical dental,Female,Median (dollars),v113289869,1.61.13.4,116900.0
2016/2017,Canada,University of Manitoba - Including medical dental,Female,10th Percentile (dollars),v113289870,1.61.13.5,88675.0
2016/2017,Canada,University of Manitoba - Including medical dental,Female,90th Percentile (dollars),v113289871,1.61.13.6,159600.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Full professor,Total teaching staff,v113289878,1.62.2.1,303.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Full professor,Teaching staff excluded,v113289879,1.62.2.2,15.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Full professor,Average (dollars),v113289880,1.62.2.3,150375.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Full professor,Median (dollars),v113289881,1.62.2.4,152000.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Full professor,10th Percentile (dollars),v113289882,1.62.2.5,128425.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Full professor,90th Percentile (dollars),v113289883,1.62.2.6,167275.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,With senior administrative duties,Total teaching staff,v113289884,1.62.3.1,54.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,With senior administrative duties,Teaching staff excluded,v113289885,1.62.3.2,9.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,With senior administrative duties,Average (dollars),v113289886,1.62.3.3,155700.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,With senior administrative duties,Median (dollars),v113289887,1.62.3.4,156950.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,With senior administrative duties,10th Percentile (dollars),v113289888,1.62.3.5,137100.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,With senior administrative duties,90th Percentile (dollars),v113289889,1.62.3.6,170900.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Without senior administrative duties,Total teaching staff,v113289890,1.62.4.1,249.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Without senior administrative duties,Teaching staff excluded,v113289891,1.62.4.2,6.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Without senior administrative duties,Average (dollars),v113289892,1.62.4.3,149200.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Without senior administrative duties,Median (dollars),v113289893,1.62.4.4,151725.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Without senior administrative duties,10th Percentile (dollars),v113289894,1.62.4.5,127500.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Without senior administrative duties,90th Percentile (dollars),v113289895,1.62.4.6,162450.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Associate professor,Total teaching staff,v113289896,1.62.5.1,315.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Associate professor,Teaching staff excluded,v113289897,1.62.5.2,12.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Associate professor,Average (dollars),v113289898,1.62.5.3,117825.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Associate professor,Median (dollars),v113289899,1.62.5.4,117700.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Associate professor,10th Percentile (dollars),v113289900,1.62.5.5,102175.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Associate professor,90th Percentile (dollars),v113289901,1.62.5.6,130950.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,With senior administrative duties,Total teaching staff,v113289902,1.62.6.1,30.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,With senior administrative duties,Teaching staff excluded,v113289903,1.62.6.2,6.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,With senior administrative duties,Average (dollars),v113289904,1.62.6.3,128275.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,With senior administrative duties,Median (dollars),v113289905,1.62.6.4,125375.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,With senior administrative duties,10th Percentile (dollars),v113289906,1.62.6.5,103950.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,With senior administrative duties,90th Percentile (dollars),v113289907,1.62.6.6,145575.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Without senior administrative duties,Total teaching staff,v113289908,1.62.7.1,285.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Without senior administrative duties,Teaching staff excluded,v113289909,1.62.7.2,9.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Without senior administrative duties,Average (dollars),v113289910,1.62.7.3,116775.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Without senior administrative duties,Median (dollars),v113289911,1.62.7.4,116575.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Without senior administrative duties,10th Percentile (dollars),v113289912,1.62.7.5,101775.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Without senior administrative duties,90th Percentile (dollars),v113289913,1.62.7.6,130425.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Assistant professor,Total teaching staff,v113289914,1.62.8.1,186.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Assistant professor,Average (dollars),v113289916,1.62.8.3,96475.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Assistant professor,Median (dollars),v113289917,1.62.8.4,91825.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Assistant professor,10th Percentile (dollars),v113289918,1.62.8.5,81300.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Assistant professor,90th Percentile (dollars),v113289919,1.62.8.6,121000.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Rank below assistant professor,Total teaching staff,v113289920,1.62.9.1,x
2016/2017,Canada,University of Manitoba - Excluding medical dental,Rank below assistant professor,Average (dollars),v113289922,1.62.9.3,x
2016/2017,Canada,University of Manitoba - Excluding medical dental,Rank below assistant professor,Median (dollars),v113289923,1.62.9.4,x
2016/2017,Canada,University of Manitoba - Excluding medical dental,Rank below assistant professor,10th Percentile (dollars),v113289924,1.62.9.5,x
2016/2017,Canada,University of Manitoba - Excluding medical dental,Rank below assistant professor,90th Percentile (dollars),v113289925,1.62.9.6,x
2016/2017,Canada,University of Manitoba - Excluding medical dental,All ranks combined (including deans),Total teaching staff,v113289932,1.62.11.1,822.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,All ranks combined (including deans),Teaching staff excluded,v113289933,1.62.11.2,12.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,All ranks combined (including deans),Average (dollars),v113289934,1.62.11.3,126850.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,All ranks combined (including deans),Median (dollars),v113289935,1.62.11.4,124625.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,All ranks combined (including deans),10th Percentile (dollars),v113289936,1.62.11.5,90625.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,All ranks combined (including deans),90th Percentile (dollars),v113289937,1.62.11.6,161325.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Male,Total teaching staff,v113289938,1.62.12.1,519.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Male,Teaching staff excluded,v113289939,1.62.12.2,3.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Male,Average (dollars),v113289940,1.62.12.3,130425.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Male,Median (dollars),v113289941,1.62.12.4,128025.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Male,10th Percentile (dollars),v113289942,1.62.12.5,92625.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Male,90th Percentile (dollars),v113289943,1.62.12.6,162200.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Female,Total teaching staff,v113289944,1.62.13.1,300.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Female,Teaching staff excluded,v113289945,1.62.13.2,6.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Female,Average (dollars),v113289946,1.62.13.3,120675.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Female,Median (dollars),v113289947,1.62.13.4,117875.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Female,10th Percentile (dollars),v113289948,1.62.13.5,88425.0
2016/2017,Canada,University of Manitoba - Excluding medical dental,Female,90th Percentile (dollars),v113289949,1.62.13.6,156800.0
2016/2017,Canada,University of Winnipeg,Full professor,Total teaching staff,v113289956,1.63.2.1,81.0
2016/2017,Canada,University of Winnipeg,Full professor,Teaching staff excluded,v113289957,1.63.2.2,6.0
2016/2017,Canada,University of Winnipeg,Full professor,Average (dollars),v113289958,1.63.2.3,139175.0
2016/2017,Canada,University of Winnipeg,Full professor,Median (dollars),v113289959,1.63.2.4,138725.0
2016/2017,Canada,University of Winnipeg,Full professor,10th Percentile (dollars),v113289960,1.63.2.5,110925.0
2016/2017,Canada,University of Winnipeg,Full professor,90th Percentile (dollars),v113289961,1.63.2.6,161475.0
2016/2017,Canada,University of Winnipeg,With senior administrative duties,Total teaching staff,v113289962,1.63.3.1,15.0
2016/2017,Canada,University of Winnipeg,With senior administrative duties,Teaching staff excluded,v113289963,1.63.3.2,6.0
2016/2017,Canada,University of Winnipeg,With senior administrative duties,Average (dollars),v113289964,1.63.3.3,144800.0
2016/2017,Canada,University of Winnipeg,With senior administrative duties,Median (dollars),v113289965,1.63.3.4,144750.0
2016/2017,Canada,University of Winnipeg,With senior administrative duties,10th Percentile (dollars),v113289966,1.63.3.5,115575.0
2016/2017,Canada,University of Winnipeg,With senior administrative duties,90th Percentile (dollars),v113289967,1.63.3.6,165200.0
2016/2017,Canada,University of Winnipeg,Without senior administrative duties,Total teaching staff,v113289968,1.63.4.1,66.0
2016/2017,Canada,University of Winnipeg,Without senior administrative duties,Teaching staff excluded,v113289969,1.63.4.2,x
2016/2017,Canada,University of Winnipeg,Without senior administrative duties,Average (dollars),v113289970,1.63.4.3,137875.0
2016/2017,Canada,University of Winnipeg,Without senior administrative duties,Median (dollars),v113289971,1.63.4.4,135975.0
2016/2017,Canada,University of Winnipeg,Without senior administrative duties,10th Percentile (dollars),v113289972,1.63.4.5,110050.0
2016/2017,Canada,University of Winnipeg,Without senior administrative duties,90th Percentile (dollars),v113289973,1.63.4.6,161475.0
2016/2017,Canada,University of Winnipeg,Associate professor,Total teaching staff,v113289974,1.63.5.1,132.0
2016/2017,Canada,University of Winnipeg,Associate professor,Teaching staff excluded,v113289975,1.63.5.2,x
2016/2017,Canada,University of Winnipeg,Associate professor,Average (dollars),v113289976,1.63.5.3,104425.0
2016/2017,Canada,University of Winnipeg,Associate professor,Median (dollars),v113289977,1.63.5.4,102700.0
2016/2017,Canada,University of Winnipeg,Associate professor,10th Percentile (dollars),v113289978,1.63.5.5,88225.0
2016/2017,Canada,University of Winnipeg,Associate professor,90th Percentile (dollars),v113289979,1.63.5.6,122150.0
2016/2017,Canada,University of Winnipeg,With senior administrative duties,Total teaching staff,v113289980,1.63.6.1,12.0
2016/2017,Canada,University of Winnipeg,With senior administrative duties,Average (dollars),v113289982,1.63.6.3,105325.0
2016/2017,Canada,University of Winnipeg,With senior administrative duties,Median (dollars),v113289983,1.63.6.4,103575.0
2016/2017,Canada,University of Winnipeg,With senior administrative duties,10th Percentile (dollars),v113289984,1.63.6.5,89125.0
2016/2017,Canada,University of Winnipeg,With senior administrative duties,90th Percentile (dollars),v113289985,1.63.6.6,125725.0
2016/2017,Canada,University of Winnipeg,Without senior administrative duties,Total teaching staff,v113289986,1.63.7.1,120.0
2016/2017,Canada,University of Winnipeg,Without senior administrative duties,Teaching staff excluded,v113289987,1.63.7.2,x
2016/2017,Canada,University of Winnipeg,Without senior administrative duties,Average (dollars),v113289988,1.63.7.3,104350.0
2016/2017,Canada,University of Winnipeg,Without senior administrative duties,Median (dollars),v113289989,1.63.7.4,102700.0
2016/2017,Canada,University of Winnipeg,Without senior administrative duties,10th Percentile (dollars),v113289990,1.63.7.5,87725.0
2016/2017,Canada,University of Winnipeg,Without senior administrative duties,90th Percentile (dollars),v113289991,1.63.7.6,122350.0
2016/2017,Canada,University of Winnipeg,Assistant professor,Total teaching staff,v113289992,1.63.8.1,51.0
2016/2017,Canada,University of Winnipeg,Assistant professor,Average (dollars),v113289994,1.63.8.3,86075.0
2016/2017,Canada,University of Winnipeg,Assistant professor,Median (dollars),v113289995,1.63.8.4,85725.0
2016/2017,Canada,University of Winnipeg,Assistant professor,10th Percentile (dollars),v113289996,1.63.8.5,75225.0
2016/2017,Canada,University of Winnipeg,Assistant professor,90th Percentile (dollars),v113289997,1.63.8.6,100100.0
2016/2017,Canada,University of Winnipeg,Rank below assistant professor,Total teaching staff,v113289998,1.63.9.1,60.0
2016/2017,Canada,University of Winnipeg,Rank below assistant professor,Average (dollars),v113290000,1.63.9.3,87675.0
2016/2017,Canada,University of Winnipeg,Rank below assistant professor,Median (dollars),v113290001,1.63.9.4,86925.0
2016/2017,Canada,University of Winnipeg,Rank below assistant professor,10th Percentile (dollars),v113290002,1.63.9.5,64375.0
2016/2017,Canada,University of Winnipeg,Rank below assistant professor,90th Percentile (dollars),v113290003,1.63.9.6,105900.0
2016/2017,Canada,University of Winnipeg,All ranks combined (including deans),Total teaching staff,v113290010,1.63.11.1,330.0
2016/2017,Canada,University of Winnipeg,All ranks combined (including deans),Teaching staff excluded,v113290011,1.63.11.2,x
2016/2017,Canada,University of Winnipeg,All ranks combined (including deans),Average (dollars),v113290012,1.63.11.3,108025.0
2016/2017,Canada,University of Winnipeg,All ranks combined (including deans),Median (dollars),v113290013,1.63.11.4,103075.0
2016/2017,Canada,University of Winnipeg,All ranks combined (including deans),10th Percentile (dollars),v113290014,1.63.11.5,77725.0
2016/2017,Canada,University of Winnipeg,All ranks combined (including deans),90th Percentile (dollars),v113290015,1.63.11.6,152450.0
2016/2017,Canada,University of Winnipeg,Male,Total teaching staff,v113290016,1.63.12.1,189.0
2016/2017,Canada,University of Winnipeg,Male,Average (dollars),v113290018,1.63.12.3,110425.0
2016/2017,Canada,University of Winnipeg,Male,Median (dollars),v113290019,1.63.12.4,105900.0
2016/2017,Canada,University of Winnipeg,Male,10th Percentile (dollars),v113290020,1.63.12.5,78175.0
2016/2017,Canada,University of Winnipeg,Male,90th Percentile (dollars),v113290021,1.63.12.6,157250.0
2016/2017,Canada,University of Winnipeg,Female,Total teaching staff,v113290022,1.63.13.1,144.0
2016/2017,Canada,University of Winnipeg,Female,Teaching staff excluded,v113290023,1.63.13.2,x
2016/2017,Canada,University of Winnipeg,Female,Average (dollars),v113290024,1.63.13.3,104875.0
2016/2017,Canada,University of Winnipeg,Female,Median (dollars),v113290025,1.63.13.4,100875.0
2016/2017,Canada,University of Winnipeg,Female,10th Percentile (dollars),v113290026,1.63.13.5,77725.0
2016/2017,Canada,University of Winnipeg,Female,90th Percentile (dollars),v113290027,1.63.13.6,140100.0
2016/2017,Canada,University of Regina,Full professor,Total teaching staff,v113290034,1.64.2.1,111.0
2016/2017,Canada,University of Regina,Full professor,Teaching staff excluded,v113290035,1.64.2.2,6.0
2016/2017,Canada,University of Regina,Full professor,Average (dollars),v113290036,1.64.2.3,157775.0
2016/2017,Canada,University of Regina,Full professor,Median (dollars),v113290037,1.64.2.4,157900.0
2016/2017,Canada,University of Regina,Full professor,10th Percentile (dollars),v113290038,1.64.2.5,138825.0
2016/2017,Canada,University of Regina,Full professor,90th Percentile (dollars),v113290039,1.64.2.6,175600.0
2016/2017,Canada,University of Regina,With senior administrative duties,Total teaching staff,v113290040,1.64.3.1,27.0
2016/2017,Canada,University of Regina,With senior administrative duties,Teaching staff excluded,v113290041,1.64.3.2,6.0
2016/2017,Canada,University of Regina,With senior administrative duties,Average (dollars),v113290042,1.64.3.3,160775.0
2016/2017,Canada,University of Regina,With senior administrative duties,Median (dollars),v113290043,1.64.3.4,163050.0
2016/2017,Canada,University of Regina,With senior administrative duties,10th Percentile (dollars),v113290044,1.64.3.5,141500.0
2016/2017,Canada,University of Regina,With senior administrative duties,90th Percentile (dollars),v113290045,1.64.3.6,177475.0
2016/2017,Canada,University of Regina,Without senior administrative duties,Total teaching staff,v113290046,1.64.4.1,84.0
2016/2017,Canada,University of Regina,Without senior administrative duties,Average (dollars),v113290048,1.64.4.3,156775.0
2016/2017,Canada,University of Regina,Without senior administrative duties,Median (dollars),v113290049,1.64.4.4,157150.0
2016/2017,Canada,University of Regina,Without senior administrative duties,10th Percentile (dollars),v113290050,1.64.4.5,138000.0
2016/2017,Canada,University of Regina,Without senior administrative duties,90th Percentile (dollars),v113290051,1.64.4.6,175400.0
2016/2017,Canada,University of Regina,Associate professor,Total teaching staff,v113290052,1.64.5.1,150.0
2016/2017,Canada,University of Regina,Associate professor,Teaching staff excluded,v113290053,1.64.5.2,9.0
2016/2017,Canada,University of Regina,Associate professor,Average (dollars),v113290054,1.64.5.3,127050.0
2016/2017,Canada,University of Regina,Associate professor,Median (dollars),v113290055,1.64.5.4,127450.0
2016/2017,Canada,University of Regina,Associate professor,10th Percentile (dollars),v113290056,1.64.5.5,111400.0
2016/2017,Canada,University of Regina,Associate professor,90th Percentile (dollars),v113290057,1.64.5.6,141100.0
2016/2017,Canada,University of Regina,With senior administrative duties,Total teaching staff,v113290058,1.64.6.1,33.0
2016/2017,Canada,University of Regina,With senior administrative duties,Teaching staff excluded,v113290059,1.64.6.2,6.0
2016/2017,Canada,University of Regina,With senior administrative duties,Average (dollars),v113290060,1.64.6.3,132150.0
2016/2017,Canada,University of Regina,With senior administrative duties,Median (dollars),v113290061,1.64.6.4,131075.0
2016/2017,Canada,University of Regina,With senior administrative duties,10th Percentile (dollars),v113290062,1.64.6.5,114775.0
2016/2017,Canada,University of Regina,With senior administrative duties,90th Percentile (dollars),v113290063,1.64.6.6,152500.0
2016/2017,Canada,University of Regina,Without senior administrative duties,Total teaching staff,v113290064,1.64.7.1,117.0
2016/2017,Canada,University of Regina,Without senior administrative duties,Teaching staff excluded,v113290065,1.64.7.2,x
2016/2017,Canada,University of Regina,Without senior administrative duties,Average (dollars),v113290066,1.64.7.3,125575.0
2016/2017,Canada,University of Regina,Without senior administrative duties,Median (dollars),v113290067,1.64.7.4,126950.0
2016/2017,Canada,University of Regina,Without senior administrative duties,10th Percentile (dollars),v113290068,1.64.7.5,111275.0
2016/2017,Canada,University of Regina,Without senior administrative duties,90th Percentile (dollars),v113290069,1.64.7.6,139650.0
2016/2017,Canada,University of Regina,Assistant professor,Total teaching staff,v113290070,1.64.8.1,75.0
2016/2017,Canada,University of Regina,Assistant professor,Teaching staff excluded,v113290071,1.64.8.2,x
2016/2017,Canada,University of Regina,Assistant professor,Average (dollars),v113290072,1.64.8.3,104600.0
2016/2017,Canada,University of Regina,Assistant professor,Median (dollars),v113290073,1.64.8.4,103725.0
2016/2017,Canada,University of Regina,Assistant professor,10th Percentile (dollars),v113290074,1.64.8.5,92325.0
2016/2017,Canada,University of Regina,Assistant professor,90th Percentile (dollars),v113290075,1.64.8.6,123650.0
2016/2017,Canada,University of Regina,Rank below assistant professor,Total teaching staff,v113290076,1.64.9.1,93.0
2016/2017,Canada,University of Regina,Rank below assistant professor,Teaching staff excluded,v113290077,1.64.9.2,x
2016/2017,Canada,University of Regina,Rank below assistant professor,Average (dollars),v113290078,1.64.9.3,94575.0
